tweet,Compund_Score,Sentiment
SIASTAN KRS PA SIAKAD JANUARY PENALTY PERJUAN KRS ADMIN SIAKAD JANUARY,-0.4588,Negatif
Pay sppukt hh jan aju academic leave Jan contents KRS Siakad Jan,-0.1531,Negatif
academic calendar semester contents of the course of the Siakad Study Program December January,0.0,Positif
Siakad Ngadat PGSD Discriminatively Aman UNJ Add,0.0,Positif
Siakad is not Eroro UNJ Clean Worthy,0.1635,Positif
"siakad unj why can't access it, min",0.0,Positif
Cucok you ngulgul ngadepin UAS Siakad Official UNJ,0.0,Positif
Cucok you are so on the UAS Siakad UNJ,0.0,Positif
"When you are going on, you're up to you",0.0,Positif
Win Siakad smoothly mba Tweet format follows UNJ UNJ and vote for Rahmihyt to Beco,0.5859,Positif
Quickly open the Siakad Password at Puskom UNJ Building,0.0,Positif
Morning Gansist Forgot Vote Kaskuserunat as Social Social Services FR Plg exciting cooked together,0.4939,Positif
"then print pratranscripts are also complicated, just log in siakadtrs print deh khs smester smester",0.0,Positif
Change Pre -Transcript Print Friend UNJ Can Use Print Out Khs Dr. Siakad Semester Smester Fries Unj,0.4939,Positif
bothering transcript calm baak print khs siakad account,-0.0772,Negatif
Try the Siakad test for the KHS access so fast katadosenorangpuskom try,0.0,Positif
forgot donatin id siakadunj,0.0,Positif
List of UNJ ambassadors difficult to make transcripts from baak sila print complete khs siakad cc unj,-0.3612,Negatif
List of UNJ ambassadors difficult to make transcripts from baak sila print complete khs siakad cc unj,-0.3612,Negatif
List of UNJ ambassadors difficult to make transcripts from baak sila print complete khs siakad cc,-0.3612,Negatif
List of UNJ ambassadors difficult to make transcripts from Baak Sila print complete KHS Siakad,-0.3612,Negatif
List of UNJ Ambassadors Difficult to Concern Transcript from Baak Sila Print Complete KHS Siakad Official,-0.3612,Negatif
"eh, it's only natural that it's hard to download BBM Siakad UNJ stops complaining",-0.0772,Negatif
"it turned out that the appearing siakad unj changed God, it turned out that the email was also nurcahayanicitraa unjacid yr aware",0.2732,Positif
SIAKAD PLAYSTORE APPLICATION NGES SIAKAD MESSENGER REGISTER VIA BAAK UNJ NS,0.0,Positif
Really Twitter Feeling Bored Transfer of Social Media,-0.1494,Negatif
It really feels like Twitter is tired of Sosmed,-0.0314,Negatif
participate in training the coordination of the class leader by Siakad UNJ,0.0,Positif
Train Pusticom must participate in training the requirements for graduating at Siakad UNJ,0.0,Positif
Different for the iPhone of Apple Server Siakad UNJ students,0.0,Positif
Siakad Code Mimin Geospheric Code of Mosque Prayers,0.0,Positif
Entering UI is indeed difficult to get into Siakad UNJ Openmic,-0.3612,Negatif
Print KRS mending Siakad Print smoothly,0.0,Positif
"Patience very, min UNJ is patient two contents",0.0,Positif
"Good afternoon, friends, friends, please fill in the contents of the web siakad unj fast",0.886,Positif
"brother, please promote an account",0.5994,Positif
"UNJ is already patient, Siakad panicked the IPK loading",-0.4588,Negatif
tlong cri dn info tmen hasn't taken the streets and not yet bs bs fill in siakad and krs ikor orek hub senior,0.0,Positif
"Min, but Siakadtpi is missing the FIS building wallet, please help but the contract problem",0.0387,Positif
"Alhamdulillah, Siakad is right at the UNJ FMIPA campus",0.0,Positif
miss unj miss siakad,-0.296,Negatif
yeah bsk I was looking for a boyfriend ah uj udh broke up sm siakad,-0.1531,Negatif
Full Class Quota UNJ helps gt min fill siakad.,0.5719,Positif
haha trending topics in the unj siakad krs error,0.0772,Positif
"Dr. Siakad UNJ Old, the loading of the loading of siak ng ui gratitude sobinanggalagee thu aug help gt min fill siakad.",0.7964,Positif
"Min, fill in Siakad, the purpose of the MK code is full, min unj pgii, the spirit of activity oh yes siakad again smoothly",0.5267,Positif
last night tauuu siakad smoothly prosperous UNJ,0.4767,Positif
pgii enthusiasm for activities oh yes siakad again smoothly,0.6808,Positif
"Alhamdulillah, finished the contents of the Siakad UNJ Crazy Study Plan Card Crazy Haftt",-0.5859,Negatif
theblues friend freshmen contents krs input siakad try ya but uj,0.2732,Positif
KRS Enter Siakad PHP,0.0,Positif
really really dara siakad face hah unj use yourself wkwk,0.0,Positif
Riuh wkwk unj fb account haha mimin account siakad is very crowded to talk about siakad,0.4588,Positif
UNJ Min Minang Siakad Student Twitter Account Mentions Million Mentions Wkwkw,0.0,Positif
bad siakad unjut original lot,-0.296,Negatif
"good ip sis, cheer up the student of the unj semester, the courses",0.7351,Positif
siakad unj lg cute nee hunting already open,0.4588,Positif
wkwkwk patiently siakad unj emank like emotionally checked the troublesome to open eh ka ka,-0.2023,Negatif
ACC PA BEMJBBSI Good evening JBSI UNJ Night Student Open Siakad Fill in KRS,0.4404,Positif
good night jbsi unj nights students open siakad krs right,0.4404,Positif
"UNJ Min, Gag Siakad, I already opened the web when the contents of KRS gag",-0.5859,Negatif
"oooooh, the son of UNJ is busy taking care of Siakad",0.4939,Positif
"Lecture Unj is all rare to sleep, rarely take a shower rarely play rarely blabla diligently open siakad",-0.2584,Negatif
the name of the siakad error can be the tradition of the UNJ tradition,-0.4019,Negatif
SUGAH UNJ YES EMG SABAAAR SIAKAD SIAKAD FIRCULAR KRS WAITING,0.4019,Positif
UNJ Siakad Angry Angry Min mouth After trying to log in hahah Siakad blind pig wokowkowko,-0.8519,Negatif
Unj repentance siakad filling krs waiting for era as a result baacan loading trssssss,0.0,Positif
siakad user browser,0.0,Positif
UNJ MIN SIAKAD LG ERROR,-0.4019,Negatif
UNJ KRS RA HAHAHA GIVE KRSAN SIAKAD,0.5574,Positif
Masya Allah Siakad UNJ,0.0,Positif
ah dog gin jam bomb siakad bothering you pigs really unj tai ah,-0.7003,Negatif
UNJ Situ Siakad Easy Access Kyk Believe,0.4404,Positif
Fyi Siakad Unj is in the same way that Error Lola is able to log in,-0.2263,Negatif
siakad unj filling krs,0.0,Positif
Siakad UNJ Open Error Mulu,-0.4019,Negatif
the spirit of minnn to stay up late brewing coffee UNJ is the spirit of surrender Siakad complaining,0.1531,Positif
The spirit of defending siakad is complaining about trying to pray mimin,0.296,Positif
name UNJ please understand hehehe because of changing dadak fif oo kutat siakad,0.3182,Positif
"siakad unj eh eh wkwk if loading siakad loading googleinvirlyel mons aug ohini, but the error is too fatal error, likes to be a sianada krssiakad unj mem",-0.8462,Negatif
"Lecturer is waiting for Siakad to open UNJ Cieee, waiting for the lecturer to come cieee already give me",0.0,Positif
Welcome to Unk Access Siakad Malem I Help Fill,0.6908,Positif
gin filling siakad can't narcissistic sex,0.0,Positif
The child is very sii ahah already filling in siakad hahhahah hot campus yo is like gin pretentious waee,0.3612,Positif
"Friend Maba Fill in KRS Input Siakad, try it, but",0.2732,Positif
Guyss Siakad UNJ,0.0,Positif
"By the way, the Faculty Min Siakad UNJ is very full",0.0,Positif
Ftum min siakadunj is full,0.0,Positif
unj literacy filling krs haha,0.4588,Positif
"It's okay in the morning when I open it directly, Mimin's sister has filled in KRS Blum, Siakad, smoothly, UNJ",0.2263,Positif
Yes emg likes bgtu sialada kak krssiakad unj error,0.4215,Positif
That Karasi Kadunj Err,0.0,Positif
"RTA when I entered Siakad UNJ Fill in the KRS, I already closed tomorrow and brought a photo of the diploma",0.0,Positif
"Bangkak forgot Siakad Unja's password, sis",0.0,Positif
SIAKAD ERROR SYSTEM LOGOUT LOGIN Tomorrow Saturday Sunday Siakad Error,-0.7297,Negatif
Siakad Error Saturday Sunday Long Contents KRS,-0.4019,Negatif
UNJ Fill in KRS Manual Try to Fill in Siakad,0.0,Positif
UNJ Fill in KRS Siakad Tomorrow Open Access Now Cooling Down,0.0,Positif
CRI Gugel Siakad Unj Ntar The Web,0.0,Positif
uj yeah already siakad too lot info min thanks,0.6249,Positif
UNJ Siakad Access LG FYI Date,0.368,Positif
Siakad Matana UNJ is not a concert dehv UNJ MIN KEPO SECRET,0.0,Positif
Senior already tried to login siakad and then fill in KRS already beg for a bright senior UNJ,0.4404,Positif
tomorrow already taught min but siakad bombs open min regular non -regular,0.0,Positif
"UNJ Min, the address for the contents of Siakad, I hope it is still",0.4404,Positif
"then look at the schedule, how come I access it again, min min siakad, why is it closed when filling out krs UNJ",0.0,Positif
haha yeah proud of the Catholic people SBR SM SIAKAD UNJ but I haven't written the contents of the lid,0.5647,Positif
ujo access again the date we min siakad why is it closed when filling in krs unj,0.0,Positif
"okay, please, thanks for opening the date, min min siakad error again, how come it's hard to open",0.4588,Positif
UNJ Min Siakad Error again how come it's hard to open,-0.4767,Negatif
weh min siakad why is it closed when filling in krs unj,0.0,Positif
tmn about siakad let's follow hmjisp silah tny about siakadnya still problems,-0.4019,Negatif
"UNJ Min Td in the morning open Siakad when filling in KRS, write it up and closes that can't be the contents",0.0,Positif
yes cupa fip cup you unj wat wats like you see you signs in siakad bomb,0.25,Positif
UNJ Min Ko Siakad Write KRS CLOSE,0.0,Positif
UNJ MIN SIAKAD BOM FIRST,0.0,Positif
"seriously, but when you open siakad uok already closed, min calm, min huhu unj until the Septd date",0.3818,Positif
sob prpanjgn min pdhal td already happy siakad smoothly huhu unj uj iyap not haha,0.0567,Positif
"UNJ is very enthusiastic about closing, not filling Siakad Siakad, how come it is closed",0.5413,Positif
"I think it's relaxed, I just feel like I feel the distinction",0.6908,Positif
UNJ MINN SIAKAD HRI the consequences are or not,0.0,Positif
squirrel lola really log in siakad unj jam gt taiiiiiiiiiii,0.2732,Positif
The contents of Siakad BSI can be error and continue to see the independent slip date transaction unj min,-0.4019,Negatif
UNJ FIX Surrender Min Open Siakad Bobocantik Closing MPA BSK Student Life,0.0,Positif
Ciee Anak UNJ Play Siakad Wkakw,0.34,Positif
Tiger Tiger Bobo Duyu Yaw Uj Camet Boboh Bobohan Student UNJ FIX GROWING MIN OPEN SIAKAD LBH BOBOCANTIK,0.347,Positif
Patience is a stuny jln mnghdpi siakad unj panic reading the tweet minulsblm min seriously min,-0.6124,Negatif
maximum of friends resting stop watching siakad sleep,0.2263,Positif
UNJ FIX Surrender Min Open Siakad Bobocantik Closing MPA BSK Student Life,0.0,Positif
UNJ MIN SIAKAD KOOK LOLA BGT,0.0,Positif
UNJ MIN SIAKAD IMMED,0.0,Positif
LG is like opening siakad min already ordinary siakad gk login uj smart,0.6369,Positif
UNJ MIN Enter Siakad Error Trusssssstrus How Min Min,-0.4019,Negatif
MABA LIMIT SIAKAD Hingal August note forgotten,-0.2263,Negatif
"It must be made in that person, there is a long date of the contents",0.0,Positif
Shahru UNJ Real Min Login Siakad People with Kaga,0.0,Positif
"Fill in Siakad, hurry up, you know, why",0.0,Positif
UNJ is really not hard to panic sometimes open the web siakad aje error,0.1472,Positif
siakad heart unj,0.6369,Positif
Seriously Fill in the Siakad sexy code deck,0.4019,Positif
Lecture still fill in KRS Login Siakad think strange,-0.2023,Negatif
unt oath min siakad error,-0.4019,Negatif
Be strong that Allah's eyes are already a friend of the best friend of the server,0.9313,Positif
UNJ FATAL ERROR MAXUMUM EXECUTION TIME OF SECONDS EXCEEDED IN CWWWHTDOCSSIAKADSC LOGIN SIAKAD MALA Appears Write,-0.8256,Negatif
"Mashallah, we are already strong, siakad, friend of UNJ server, his quota",0.7579,Positif
the life of the Siakad Siakad Siakad Evil UNJ,-0.6597,Negatif
Kaka minul long ye Siakad nye until the date of UNJ,0.0,Positif
Twitter Error Unj why protest keminul dehminul daritadi open siakad gabisa students,-0.5719,Negatif
Min until late night siakad,0.0,Positif
Cabal Minul UNJ Why Protest to Minul Deh Minul Instead of Open Siakad Can't Be Smart Students,-0.5037,Negatif
Enter UNJ SIAKAD KUREETTTTTT you my boyfriend I have decided to et deh ok eeettt,0.296,Positif
Hemm Squid Oh I am the name of the Siakad Link Unj Ndol Akad,0.0,Positif
Tips for filling up siakad dzikir stop login poke unj,-0.296,Negatif
"oh I am the name of the siakad person link, the link is ndol, my ndol is in the siakad grgr",0.0,Positif
UNJ MINKLO SIAKAD BS OPEN,0.0,Positif
really bad siakad unj,-0.5849,Negatif
siakad link unj ndol my ndol contract bete grgr siakad,0.0,Positif
UNJ MIN PASSWOR SIAKAD INFO MIN,0.0,Positif
UNJ Waits Loading Siakad Load,0.0,Positif
"Unj min, web siakad dh please",0.3182,Positif
UNJ MIN SIAKAD WEB,0.0,Positif
"UNJ Sis fills in Siakad, how do you open the error, thanks",0.0516,Positif
"Min, I tried to open the Siakad Error, how about the contents of the KRS UNJ",-0.4019,Negatif
UNJ MPAunj Sis Siakad Access Difficult Yainmpa Jagin Fri Aug Unj Minnnnnn Night hours Siakad already smooth,-0.3612,Negatif
UNJ CANAAA UNJ KA MIMIN GAA SIAKAD LEGIH GALAU STORY,0.0,Positif
Min Siakad Galaurt UNJ KRS Fill in the Fill of Cancel,-0.25,Negatif
evil nang juaanrt unj taugt unj victim pHp siakad dah min,-0.7579,Negatif
"Min, it's not login siakad UNJ",0.0,Positif
iyanih krs listen siakadrt complaining of freshmen unj spirit,-0.0258,Negatif
UNJ Entering Siakad Mantep Beut Difficult,-0.3612,Negatif
The spirit is difficult to task MPA UNJ,-0.2023,Negatif
complaining about freshmen unj enthusiasm siakad unju is up,0.2732,Positif
UNJ Victim PHP Siakad Dah Min,-0.2732,Negatif
"UNJ must be patient, min naklukin siakad",0.0,Positif
Siakad Siakad Siakad I fill Siakad UNJ,0.0,Positif
"Min, access until tomorrow, how about the contents of Siakad UNJ",0.0,Positif
unj fill in siakad only plus krs too,0.0,Positif
Fill out the biodata form of UNJ SIAKAD,0.0,Positif
Siakad is difficult for MPA UNJ's task,-0.3612,Negatif
Allah siakad unj is very login nnya I fill KRS Woooi,0.0,Positif
Login Siakad Kaga Mulu Min UNJ already fill in KRS,0.0,Positif
UNJ min in down the server siakad unj is very difficult to login,-0.4201,Negatif
UNJ Login Siakad Filling KRS Hufffttt,0.0,Positif
"I am a child of unjgaya, I can't sleep, I can't do it",0.0,Positif
omg siakad unj is really really necessary to be patient,0.0,Positif
Aseek Anak Dota Ahaha Open the web siakad unj play dota really achievements,0.34,Positif
sian children unj ckck upset siakad see the campus schedule ajj amet,-0.3818,Negatif
open the web siakad unj play dota really achievement,0.34,Positif
freshmen obliged to fill in the KRS input the Siakad Section Code Limit Contents KRS on August,0.0,Positif
online de open siakad unju ibwu cul filling krs how,0.0,Positif
Tresna is more tight Siakad UNJ Super Duper Test Patience Huft,0.5994,Positif
Afdol students of UNJ are worked on by Siakad Duhai happy fighting,0.296,Positif
"Min, ask until the time hasn't filled in Siakad, how about Min UNJ",0.0,Positif
Puskom UNJ Dahsyattt Ngantri Waiting Siakad Inrianihaza Password Sat Aug Cc Siakad Unj Cc Tu Faculty of Youth Short Semester Open,0.0,Positif
oh that's the siakad siakad siakad siartihaha the stratsos quota,0.0,Positif
Already looking for the keyword siakad unj,0.0,Positif
The keyword is siakad unj deck mpafeunj sis name fb siakad,0.0,Positif
"UNJ Min, fill in Siakad the password, please info Min, thanks",0.6369,Positif
unj kak ko fills the save save,0.7506,Positif
UNJ Enter Siakad User Name Password please,0.3182,Positif
TPUNJ SIAKAD LONG CONTENTS KRS on July August,0.0,Positif
TPUNJ SIAKAD Schedule canceled KRS on August September,0.0,Positif
select min wkwk rr min UNJ UNJ Fill in Siakad,0.0,Positif
Unika what path should fill Siakad TMS,0.0,Positif
"SM is like siakad unj siak, I'm just upset",-0.0258,Negatif
"UNJ Min Min Fill in Siakad, how is the value of the subject of the school values but it is totaled",0.3716,Positif
"Unj min, log in Siakad Bank Mandiri",0.0,Positif
"UNJ Min Siakad, now, I don't know, it's open",0.0,Positif
"UNJ Min, the fate of Siakad UMB GMNA",0.0,Positif
I'm SiakaddotunjdotacDotid,0.0,Positif
Cie Anak UNJ Cikiciwwwwwwwwwwna you're upset Link Siakad,-0.3818,Negatif
UNJ Kasudu BLM BLM RESULTS OF SIAKAD SIAKAD,0.0,Positif
"Min, Ko Login Siakad failed unj unj minullll web",-0.5106,Negatif
Ampe bombs with siakad unj ahhh mageeer,0.0,Positif
I swear sis frustrated task mpa siakad ahhh please help sis siakad unj,0.1027,Positif
UNJ Min Siakad Can't Open Write the False Password,0.0,Positif
"get good informant info, even siakad unj holidays, homecoming bidadari hahhaha cc",0.6705,Positif
Happy Eid Fighting Unj Moga Siakad smoothly Jaya,0.296,Positif
UNJ MIN has been logged in Siakad many times that the password is wrong,-0.4767,Negatif
Duuuh Mala UNJ SABAR MABA UNJ BLM LOGIN SIAKAD,0.0,Positif
Brief Ngemeng Siskamaya Lu Siakad Dr. Mane Hayo Bawel Drpd Lu Unj Siakad,0.0,Positif
"UNJ Min, Siakad Login Ko Failed Passwors Pay Date Min Pandu",-0.5719,Negatif
Hoy dee Ospek information UNJ CLEATE WHERE TRS SIAKAD AMPE SHAI,0.0,Positif
"I know inviting noisy hahaha nanovianti, hahaha, be patient.",0.8316,Positif
hahaha Patience cantiiiik siakad talked to the MABA UNJ,0.5574,Positif
